	gene_id	gene_name	open_S0	open_S1	open_S2
1649	ENSMUSG00000027247	Arhgap1	0.295	0.395	0.4125
1650	ENSMUSG00000038740	Mvb12b	0.1575	0.2125	0.275
1651	ENSMUSG00000039660	Spout1	0.2025	0.2725	0.37
1652	ENSMUSG00000027270	Lamp5	0.0	0.04	0.1725
1653	ENSMUSG00000060802	B2m	0.13	0.4	0.3475
1654	ENSMUSG00000042548	Asxl1	0.16	0.225	0.3325
1655	ENSMUSG00000068079	Tcf15	0.1425	0.22	0.2375
1656	ENSMUSG00000027522	Stx16	0.1345	0.2845	0.3625
1657	ENSMUSG00000026662	Sephs1	0.0	0.0	0.0935
1658	ENSMUSG00000027189	Trim44	0.0475	0.0475	0.0475
1659	ENSMUSG00000057133	Chd6	0.13	0.305	0.44
1660	ENSMUSG00000063019	Manbal	0.1975	0.26	0.345
1661	ENSMUSG00000027582	Zgpat	0.285	0.425	0.518
1662	ENSMUSG00000027395	Polr1b	0.1375	0.125	0.1975
1663	ENSMUSG00000009566	Fpgs	0.0425	0.042	0.132
1664	ENSMUSG00000026817	Ak1	0.0	0.1075	0.1425
1665	ENSMUSG00000027577	Chrna4	0.0	0.325	0.23
1666	ENSMUSG00000040174	Alkbh3	0.16	0.2525	0.26
1667	ENSMUSG00000038533	Cbfa2t2	0.1275	0.215	0.1825
1668	ENSMUSG00000026743	Mllt10	0.09	0.0675	0.1475
1669	ENSMUSG00000100642	Gm28230	0.1725	0.24	0.4525
1670	ENSMUSG00000006471	Ndor1	0.2795	0.1675	0.448
1671	ENSMUSG00000042814	Mcts2	0.255	0.3735	0.4075
1672	ENSMUSG00000027425	Kat14	0.175	0.1725	0.26
1673	ENSMUSG00000027109	Sp3	0.0725	0.1625	0.3125
1674	ENSMUSG00000033256	Shf	0.135	0.262	0.2545
1675	ENSMUSG00000027363	Usp8	0.0575	0.1775	0.2225
1676	ENSMUSG00000052033	Pfdn4	0.265	0.6945	0.69
1677	ENSMUSG00000035437	Rabgap1	0.285	0.4025	0.455
1678	ENSMUSG00000027478	Dnmt3b	0.1675	0.3715	0.3365
1679	ENSMUSG00000017299	Dnttip1	0.0975	0.1725	0.165
1680	ENSMUSG00000055485	Soga1	0.0425	0.12	0.1925
1681	ENSMUSG00000002546	Golga2	0.1325	0.2035	0.2185
1682	ENSMUSG00000026643	Nmt2	0.0925	0.17	0.335
1683	ENSMUSG00000058835	Abi1	0.09	0.18	0.21
1684	ENSMUSG00000036160	Surf6	0.29	0.505	0.415
1685	ENSMUSG00000027498	Cstf1	0.14	0.6025	0.51
1686	ENSMUSG00000015335	Zdhhc12	0.2215	0.3865	0.3425
1687	ENSMUSG00000027540	Ptpn1	0.0375	0.13	0.215
1688	ENSMUSG00000027374	Mrps5	0.205	0.2875	0.3775
1689	ENSMUSG00000036850	Mrpl41	0.3275	0.6975	0.696
1690	ENSMUSG00000001855	Nup214	0.1725	0.23	0.3275
1691	ENSMUSG00000019715	Gle1	0.065	0.1975	0.1575
1692	ENSMUSG00000036186	Dipk1b	0.2375	0.3025	0.3325
1693	ENSMUSG00000051817	Sox12	0.0485	0.154	0.2325
1694	ENSMUSG00000026810	Dpm2	0.155	0.2425	0.33
1695	ENSMUSG00000014077	Chp1	0.265	0.4525	0.555
1696	ENSMUSG00000015839	Nfe2l2	0.4675	0.7575	0.79
1697	ENSMUSG00000074643	Cpne1	0.0925	0.1575	0.275
1698	ENSMUSG00000036617	Etl4	0.1375	0.2975	0.2725
1699	ENSMUSG00000017307	Acot8	0.0925	0.3275	0.33
1700	ENSMUSG00000027104	Atf2	0.204	0.3725	0.725
1701	ENSMUSG00000019188	H13	0.19	0.3775	0.3575
1702	ENSMUSG00000015647	Lama5	0.0825	0.3165	0.2125
1703	ENSMUSG00000038312	Edem2	0.185	0.25	0.3725
1704	ENSMUSG00000035666	Gtf3c4	0.3025	0.6	0.5975
1705	ENSMUSG00000002550	Uck1	0.0475	0.2125	0.295
1706	ENSMUSG00000017858	Ift52	0.1025	0.225	0.345
1707	ENSMUSG00000075415	Fnbp1	0.3015	0.3375	0.389
1708	ENSMUSG00000015790	Surf1	0.3775	0.565	0.705
1709	ENSMUSG00000027323	Rad51	0.1425	0.2875	0.3325
1710	ENSMUSG00000027122	Arl14ep	0.23	0.31	0.2275
1711	ENSMUSG00000027331	Knstrn	0.355	0.345	0.3225
1712	ENSMUSG00000027306	Nusap1	0.1475	0.2825	0.2575
1713	ENSMUSG00000038696	Mapkap1	0.045	0.207	0.235
1714	ENSMUSG00000059316	Slc27a4	0.161	0.2385	0.341
1715	ENSMUSG00000027014	Cwc22	0.065	0.175	0.1975
1716	ENSMUSG00000027304	Rtf1	0.08	0.2555	0.3975
1717	ENSMUSG00000026799	Med27	0.1075	0.215	0.21
1718	ENSMUSG00000000194	Gpr107	0.1375	0.29	0.31
1719	ENSMUSG00000038369	Ncoa6	0.0375	0.0785	0.08
1720	ENSMUSG00000039686	Zer1	0.245	0.395	0.4975
1721	ENSMUSG00000051329	Nup160	0.0	0.0	0.0
1722	ENSMUSG00000042410	Agps	0.1225	0.2825	0.23
1723	ENSMUSG00000027634	Ndrg3	0.0375	0.2025	0.2425
1724	ENSMUSG00000026849	Tor1a	0.185	0.2825	0.305
1725	ENSMUSG00000048327	Ckap2l	0.19	0.4025	0.43
1726	ENSMUSG00000026773	Pfkfb3	0.217	0.2625	0.482
1727	ENSMUSG00000009621	Vav2	0.1165	0.194	0.3265
1728	ENSMUSG00000032046	Abhd12	0.1225	0.1625	0.2275
1729	ENSMUSG00000027244	Atg13	0.13	0.2675	0.4125
1730	ENSMUSG00000027454	Gins1	0.0575	0.126	0.1835
1731	ENSMUSG00000027598	Itch	0.1225	0.1825	0.2425
1732	ENSMUSG00000026889	Rbm18	0.115	0.315	0.3125
1733	ENSMUSG00000040687	Madd	0.085	0.2445	0.2325
1734	ENSMUSG00000041219	Arhgap11a	0.1525	0.3475	0.4075
1735	ENSMUSG00000017664	Slc35c2	0.3775	0.4625	0.525
1736	ENSMUSG00000027309	4930402H24Rik	0.0475	0.155	0.3325
1737	ENSMUSG00000057110	Cntrl	0.1875	0.3325	0.53
1738	ENSMUSG00000042369	Rbm45	0.095	0.3925	0.39
1739	ENSMUSG00000009030	Pdcl	0.155	0.2525	0.4875
1740	ENSMUSG00000018209	Stk4	0.04	0.3775	0.45
1741	ENSMUSG00000026921	Egfl7	0.04	0.0935	0.159
1742	ENSMUSG00000018322	Tomm34	0.04	0.39	0.48
1743	ENSMUSG00000069020	Urm1	0.2075	0.3125	0.3525
1744	ENSMUSG00000027365	Trpm7	0.05	0.195	0.2475
1745	ENSMUSG00000002731	Prkra	0.3075	0.4475	0.555
1746	ENSMUSG00000002458	Rgs19	0.2575	0.305	0.33
1747	ENSMUSG00000027263	Tubgcp4	0.2175	0.485	0.4225
1748	ENSMUSG00000054455	Vapb	0.04	0.2775	0.2175
1749	ENSMUSG00000027163	Commd9	0.1	0.105	0.1125
1750	ENSMUSG00000026761	Orc4	0.105	0.2995	0.352
1751	ENSMUSG00000023236	Scg5	0.0825	0.2225	0.29
1752	ENSMUSG00000060227	Casc4	0.095	0.5025	0.4425
1753	ENSMUSG00000027655	Dhx35	0.075	0.265	0.4375
1754	ENSMUSG00000039715	Wdr34	0.13	0.17	0.18
1755	ENSMUSG00000017009	Sdc4	0.16	0.207	0.207
1756	ENSMUSG00000005804	Bloc1s6	0.0	0.095	0.22
1757	ENSMUSG00000033059	Pygb	0.15	0.2765	0.3965
1758	ENSMUSG00000027361	Gabpb1	0.045	0.1445	0.1395
1759	ENSMUSG00000026767	Mindy3	0.2675	0.4675	0.49
1760	ENSMUSG00000027652	Ralgapb	0.115	0.29	0.37
1761	ENSMUSG00000026812	Tsc1	0.1475	0.29	0.2525
1762	ENSMUSG00000027079	Clp1	0.04	0.1175	0.15
1763	ENSMUSG00000052056	Zfp217	0.0	0.0	0.0675
1764	ENSMUSG00000039254	Pomt1	0.31	0.5975	0.5525
1765	ENSMUSG00000079037	Prnp	0.085	0.21	0.2225
1766	ENSMUSG00000027082	Tfpi	0.0	0.0	0.0
1767	ENSMUSG00000027639	Samhd1	0.115	0.32	0.4425
1768	ENSMUSG00000026825	Dnm1	0.0	0.11	0.1565
1769	ENSMUSG00000048058	Ldlrad3	0.115	0.1455	0.428
1770	ENSMUSG00000023572	Ccndbp1	0.0925	0.3225	0.2025
1771	ENSMUSG00000026970	Rbms1	0.0045	0.05	0.225
1772	ENSMUSG00000074682	Zcchc3	0.0	0.21	0.3645
1773	ENSMUSG00000026856	Dolpp1	0.245	0.5175	0.556
1774	ENSMUSG00000070730	Rmdn3	0.265	0.3725	0.425
1775	ENSMUSG00000026955	Sapcd2	0.1575	0.1525	0.28
1776	ENSMUSG00000027254	Map1a	0.21	0.39	0.395
1777	ENSMUSG00000038241	Cep250	0.2025	0.2325	0.3075
1778	ENSMUSG00000027465	Tbc1d20	0.0475	0.125	0.2425
1779	ENSMUSG00000027618	Nfs1	0.335	0.425	0.55
1780	ENSMUSG00000034075	Zdhhc5	0.0	0.292	0.4195
1781	ENSMUSG00000027035	Cers6	0.0	0.302	0.3575
1782	ENSMUSG00000027428	Rbbp9	0.1525	0.205	0.19
1783	ENSMUSG00000027080	Med19	0.1475	0.395	0.385
1784	ENSMUSG00000035093	Secisbp2l	0.095	0.0475	0.1075
1785	ENSMUSG00000040152	Thbs1	0.0525	0.2575	0.2275
1786	ENSMUSG00000027569	Mrgbp	0.0	0.0	0.0
1787	ENSMUSG00000062661	Ncs1	0.155	0.155	0.328
1788	ENSMUSG00000039449	Prpf18	0.1325	0.225	0.2775
1789	ENSMUSG00000026872	Zeb2	0.08	0.185	0.22
1790	ENSMUSG00000027351	Spred1	0.0975	0.189	0.364
1791	ENSMUSG00000039463	Slc9a8	0.0675	0.08	0.3125
1792	ENSMUSG00000033808	Tmem87a	0.3025	0.43	0.4375
1793	ENSMUSG00000038605	Samd10	0.205	0.17	0.2325
1794	ENSMUSG00000027176	Cstf3	0.2225	0.44	0.415
1795	ENSMUSG00000027291	Vps39	0.155	0.235	0.2475
1796	ENSMUSG00000038383	Pigu	0.1475	0.2225	0.2025
1797	ENSMUSG00000027650	Tti1	0.15	0.415	0.551
1798	ENSMUSG00000027628	Aar2	0.0925	0.3225	0.2175
1799	ENSMUSG00000026727	Rsu1	0.055	0.0675	0.2325
1800	ENSMUSG00000016346	Kcnq2	0.1025	0.093	0.1125
1801	ENSMUSG00000027273	Snap25	0.0	0.24	0.3275
1802	ENSMUSG00000039787	Cercam	0.2885	0.2975	0.3985
1803	ENSMUSG00000035168	Tanc1	0.0925	0.235	0.325
1804	ENSMUSG00000078202	Nrarp	0.1225	0.425	0.5495
1805	ENSMUSG00000027459	Fam110a	0.1975	0.335	0.3725
1806	ENSMUSG00000026974	Zmynd19	0.0	0.1275	0.11
1807	ENSMUSG00000009563	Tor2a	0.1875	0.345	0.3175
1808	ENSMUSG00000017943	Gdap1l1	0.3975	0.4125	0.47
1809	ENSMUSG00000075376	Rc3h2	0.05	0.2875	0.3425
1810	ENSMUSG00000026999	Nup35	0.13	0.2	0.1375
1811	ENSMUSG00000015776	Med22	0.335	0.6275	0.6775
1812	ENSMUSG00000026851	BC005624	0.435	0.7175	0.6075
1813	ENSMUSG00000037885	Stk35	0.1025	0.5375	0.6975
1814	ENSMUSG00000026869	Psmd5	0.1525	0.27	0.26
1815	ENSMUSG00000027654	Fam83d	0.2505	0.3355	0.4755
1816	ENSMUSG00000026944	Abca2	0.0575	0.065	0.11
1817	ENSMUSG00000010914	Pdhx	0.28	0.285	0.475
1818	ENSMUSG00000037514	Pank2	0.1475	0.139	0.335
1819	ENSMUSG00000050530	Fam171a1	0.0	0.0	0.0
1820	ENSMUSG00000070880	Gad1	0.0	0.0375	0.0
1821	ENSMUSG00000005882	Uqcc1	0.0625	0.1025	0.2475
1822	ENSMUSG00000027287	Snap23	0.095	0.265	0.255
1823	ENSMUSG00000027130	Slc12a6	0.1625	0.375	0.38
1824	ENSMUSG00000035778	Ggta1	0.1125	0.17	0.1975
1825	ENSMUSG00000090213	Tmem189	0.0	0.0375	0.045
1826	ENSMUSG00000002103	Acp2	0.1725	0.3375	0.335
1827	ENSMUSG00000014873	Surf2	0.3775	0.6025	0.745
1828	ENSMUSG00000001767	Crnkl1	0.0525	0.345	0.385
1829	ENSMUSG00000027341	Tmem230	0.0	0.14	0.1425
1830	ENSMUSG00000038628	Polr3k	0.14	0.2825	0.4025
1831	ENSMUSG00000045624	Esf1	0.095	0.35	0.4075
1832	ENSMUSG00000027313	Chac1	0.455	0.515	0.574
1833	ENSMUSG00000017929	B4galt5	0.07	0.215	0.2375
1834	ENSMUSG00000045503	Sys1	0.0	0.04	0.0
1835	ENSMUSG00000039725	Trp53rka	0.065	0.2575	0.465
1836	ENSMUSG00000027635	Dsn1	0.345	0.38	0.325
1837	ENSMUSG00000027099	Mtx2	0.1125	0.175	0.1475
1838	ENSMUSG00000027589	Pcmtd2	0.135	0.2525	0.2575
1839	ENSMUSG00000026960	Arl6ip6	0.24	0.5455	0.59
1840	ENSMUSG00000074582	Arfgef2	0.18	0.1275	0.26
1841	ENSMUSG00000017764	Zswim1	0.1975	0.2075	0.2675
1842	ENSMUSG00000036053	Fmnl2	0.08	0.1975	0.2975
1843	ENSMUSG00000026915	Strbp	0.1785	0.1835	0.1835
1844	ENSMUSG00000042133	Ppig	0.105	0.1775	0.274
1845	ENSMUSG00000032869	Psmf1	0.0	0.0	0.0
1846	ENSMUSG00000037761	Actr5	0.17	0.365	0.49
1847	ENSMUSG00000034216	Vps18	0.155	0.3275	0.2825
1848	ENSMUSG00000027332	Ivd	0.225	0.1625	0.1475
1849	ENSMUSG00000037376	Trmt6	0.125	0.35	0.3825
1850	ENSMUSG00000033068	Entpd6	0.145	0.31	0.2875
1851	ENSMUSG00000059540	Tcea2	0.06	0.1925	0.425
1852	ENSMUSG00000027357	Crls1	0.125	0.22	0.2575
1853	ENSMUSG00000026718	Stam	0.1575	0.525	0.6075
1854	ENSMUSG00000027242	Wdr76	0.0	0.0425	0.0925
1855	ENSMUSG00000027381	Bcl2l11	0.2355	0.6075	0.72
1856	ENSMUSG00000027180	Fbxo3	0.1825	0.345	0.365
1857	ENSMUSG00000026848	Tor1b	0.0575	0.305	0.185
1858	ENSMUSG00000042670	Immp1l	0.1525	0.2375	0.3125
1859	ENSMUSG00000027651	Rprd1b	0.15	0.415	0.5825
1860	ENSMUSG00000068580	Zfyve19	0.165	0.3525	0.305
1861	ENSMUSG00000089824	Rbm12	0.0925	0.1575	0.275
1862	ENSMUSG00000038671	Arfrp1	0.285	0.5725	0.705
1863	ENSMUSG00000037740	Mrps26	0.275	0.38	0.4125
1864	ENSMUSG00000039483	Asb6	0.0725	0.0	0.0
1865	ENSMUSG00000036093	Arl5a	0.0	0.0575	0.1875
1866	ENSMUSG00000037938	Chchd5	0.2075	0.3725	0.37
1867	ENSMUSG00000090625	Gm20721	0.0	0.0	0.0
1868	ENSMUSG00000046020	Pofut1	0.0525	0.2525	0.215
1869	ENSMUSG00000027160	Ccdc34	0.185	0.2725	0.175
1870	ENSMUSG00000033411	Ctdspl2	0.1975	0.3625	0.3625
1871	ENSMUSG00000033396	Spg11	0.155	0.3575	0.3575
1872	ENSMUSG00000055371	Stam2	0.13	0.405	0.4625
1873	ENSMUSG00000009207	Lnpk	0.128	0.093	0.2955
1874	ENSMUSG00000067818	Myl9	0.21	0.3675	0.5425
1875	ENSMUSG00000002105	Slc39a13	0.255	0.335	0.395
1876	ENSMUSG00000017418	Arl5b	0.0575	0.1175	0.1
1877	ENSMUSG00000026975	Dph7	0.1325	0.2175	0.235
1878	ENSMUSG00000027175	Tcp11l1	0.1825	0.3025	0.2875
1879	ENSMUSG00000056486	Chn1	0.0975	0.2025	0.1975
1880	ENSMUSG00000034850	Tmem127	0.2275	0.323	0.543
1881	ENSMUSG00000027624	Epb41l1	0.185	0.2275	0.3
1882	ENSMUSG00000036327	Qsox2	0.08	0.0925	0.2025
1883	ENSMUSG00000048222	Mfap1b	0.0	0.0	0.115
1884	ENSMUSG00000027217	Tspan18	0.255	0.4125	0.498
1885	ENSMUSG00000026827	Gpd2	0.16	0.275	0.3965
1886	ENSMUSG00000003662	Ciao1	0.2275	0.2775	0.4975
1887	ENSMUSG00000068479	Mfap1a	0.0	0.0425	0.0925
1888	ENSMUSG00000027087	Itgav	0.085	0.175	0.295
1889	ENSMUSG00000026976	Pax8	0.28	0.0625	0.095
1890	ENSMUSG00000014353	Tmem87b	0.13	0.46	0.4625
1891	ENSMUSG00000068154	Insm1	0.05	0.0925	0.2425
1892	ENSMUSG00000027371	Fahd2a	0.0475	0.1625	0.21
1893	ENSMUSG00000039050	Osbpl2	0.22	0.2675	0.2375
1894	ENSMUSG00000051413	Plagl2	0.0525	0.2525	0.215
1895	ENSMUSG00000032715	Trib3	0.255	0.365	0.35
1896	ENSMUSG00000037262	Kin	0.3375	0.4325	0.4725
1897	ENSMUSG00000027070	Lrp2	0.0475	0.3325	0.4595
1898	ENSMUSG00000043241	Upf2	0.25	0.5675	0.4415
1899	ENSMUSG00000026664	Phyh	0.18	0.2175	0.35
1900	ENSMUSG00000063972	Nr6a1	0.065	0.1325	0.149
1901	ENSMUSG00000005089	Slc1a2	0.081	0.2035	0.296
1902	ENSMUSG00000026753	Ppp6c	0.0525	0.11	0.12
1903	ENSMUSG00000007476	Lrrc8a	0.1925	0.46	0.3775
1904	ENSMUSG00000026819	Slc25a25	0.3125	0.495	0.465
1905	ENSMUSG00000005102	Eif2ak4	0.145	0.4075	0.445
1906	ENSMUSG00000027272	Ubr1	0.06	0.265	0.2675
1907	ENSMUSG00000026749	Nek6	0.2275	0.2775	0.3475
1908	ENSMUSG00000027574	Nkain4	0.175	0.2625	0.3175
1909	ENSMUSG00000027439	Gzf1	0.2025	0.42	0.475
1910	ENSMUSG00000027333	Smox	0.0475	0.142	0.1445
1911	ENSMUSG00000098950	Gm28036	0.0	0.0	0.0
1912	ENSMUSG00000026879	Gsn	0.175	0.3025	0.305
1913	ENSMUSG00000034059	Ypel4	0.0	0.1025	0.305
1914	ENSMUSG00000027276	Jag1	0.095	0.245	0.441
1915	ENSMUSG00000026803	Ttf1	0.0975	0.2975	0.355
1916	ENSMUSG00000027238	Frmd5	0.1875	0.2325	0.2925
1917	ENSMUSG00000026922	Agpat2	0.0475	0.05	0.16
1918	ENSMUSG00000093752	Gm20716	0.2075	0.315	0.3775
1919	ENSMUSG00000027257	Pacsin3	0.225	0.43	0.4175
1920	ENSMUSG00000039621	Prex1	0.193	0.3725	0.5675
1921	ENSMUSG00000026858	Miga2	0.122	0.4475	0.4905
1922	ENSMUSG00000032802	Srxn1	0.15	0.2225	0.325
1923	ENSMUSG00000017667	Zfp334	0.145	0.2525	0.3225
1924	ENSMUSG00000026755	Arpc5l	0.105	0.3	0.28
1925	ENSMUSG00000027086	Fastkd1	0.13	0.215	0.225
1926	ENSMUSG00000068742	Cry2	0.0	0.175	0.335
1927	ENSMUSG00000027610	Gss	0.1325	0.2305	0.3475
1928	ENSMUSG00000074994	Qser1	0.1475	0.3	0.3225
1929	ENSMUSG00000072980	Oip5	0.1475	0.2825	0.2575
1930	ENSMUSG00000035268	Pkig	0.0	0.15	0.1625
1931	ENSMUSG00000027427	Polr3f	0.2325	0.43	0.445
1932	ENSMUSG00000026791	Slc2a8	0.3615	0.345	0.3925
1933	ENSMUSG00000027132	Katnbl1	0.0	0.19	0.2925
1934	ENSMUSG00000027315	Spint1	0.1725	0.2025	0.305
1935	ENSMUSG00000049086	Bmyc	0.0575	0.2875	0.315
1936	ENSMUSG00000044628	Rnf208	0.181	0.1885	0.09
1937	ENSMUSG00000026754	Golga1	0.085	0.3025	0.28
1938	ENSMUSG00000026925	Inpp5e	0.199	0.4525	0.4025
1939	ENSMUSG00000047907	Tshz2	0.0475	0.12	0.125
1940	ENSMUSG00000027166	Dnajc24	0.095	0.1975	0.2
1941	ENSMUSG00000041921	Metap1d	0.085	0.055	0.165
1942	ENSMUSG00000059013	Sh2d3c	0.04	0.0	0.0975
1943	ENSMUSG00000002733	Plekha3	0.05	0.0975	0.145
1944	ENSMUSG00000046229	Scand1	0.09	0.2475	0.14
1945	ENSMUSG00000026958	Dpp7	0.21	0.29	0.3125
1946	ENSMUSG00000075040	Zfp408	0.295	0.395	0.4125
1947	ENSMUSG00000069495	Epc2	0.0	0.1175	0.1345
1948	ENSMUSG00000015846	Rxra	0.1625	0.3025	0.2675
1949	ENSMUSG00000047030	Spata2	0.275	0.485	0.5325
1950	ENSMUSG00000026726	Cubn	0.0	0.0	0.0475
1951	ENSMUSG00000027305	Ndufaf1	0.0	0.15	0.2625
1952	ENSMUSG00000039069	Mtg2	0.1375	0.3	0.3725
1953	ENSMUSG00000026854	Usp20	0.435	0.7375	0.6075
1954	ENSMUSG00000027430	Dtd1	0.075	0.1675	0.3375
1955	ENSMUSG00000027259	Adal	0.205	0.2425	0.27
1956	ENSMUSG00000027424	Mgme1	0.1175	0.0975	0.265
1957	ENSMUSG00000051379	Flrt3	0.06	0.2825	0.3285
1958	ENSMUSG00000039943	Plcb4	0.2225	0.305	0.4525
1959	ENSMUSG00000026792	Lrsam1	0.325	0.465	0.4975
1960	ENSMUSG00000027134	Lpcat4	0.055	0.1525	0.1955
1961	ENSMUSG00000035399	Oser1	0.0	0.0	0.13
1962	ENSMUSG00000042272	Sestd1	0.0975	0.175	0.195
1963	ENSMUSG00000050373	Snx21	0.075	0.258	0.24
1964	ENSMUSG00000026837	Col5a1	0.24	0.36	0.556
1965	ENSMUSG00000048388	Fam171b	0.155	0.195	0.2
1966	ENSMUSG00000017679	Ttpal	0.0975	0.29	0.16
1967	ENSMUSG00000010911	Apip	0.28	0.285	0.475
1968	ENSMUSG00000038831	Ralgps1	0.085	0.0075	0.1175
1969	ENSMUSG00000038990	Cables2	0.2425	0.3025	0.325
1970	ENSMUSG00000027207	Galk2	0.0	0.25	0.2
1971	ENSMUSG00000026972	Arrdc1	0.2575	0.4225	0.6025
1972	ENSMUSG00000034154	Ino80	0.0875	0.235	0.4345
1973	ENSMUSG00000038705	Gmeb2	0.0525	0.09	0.0725
1974	ENSMUSG00000027285	Haus2	0.1975	0.3725	0.3725
1975	ENSMUSG00000026655	Fam107b	0.09	0.0525	0.1
1976	ENSMUSG00000061477	Rps7	0.24	0.3975	0.3775
1977	ENSMUSG00000034892	Rps29	0.1675	0.415	0.4325
1978	ENSMUSG00000021270	Hsp90aa1	0.335	0.175	0.185
1979	ENSMUSG00000001270	Ckb	0.63	0.7565	0.754
1980	ENSMUSG00000021134	Srsf5	0.0625	0.305	0.4225
1981	ENSMUSG00000021288	Klc1	0.235	0.351	0.431
1982	ENSMUSG00000049751	Rpl36al	0.175	0.3625	0.465
1983	ENSMUSG00000020949	Fkbp3	0.35	0.3975	0.5375
1984	ENSMUSG00000018707	Dync1h1	0.2125	0.305	0.275
1985	ENSMUSG00000020547	Bzw2	0.3705	0.5605	0.593
1986	ENSMUSG00000076432	Ywhaq	0.2825	0.4025	0.4
1987	ENSMUSG00000011179	Odc1	0.1975	0.27	0.325
1988	ENSMUSG00000021024	Psma6	0.0475	0.0	0.0
1989	ENSMUSG00000021178	Psmc1	0.2525	0.3725	0.415
1990	ENSMUSG00000020649	Rrm2	0.29	0.47	0.5875
1991	ENSMUSG00000021255	Esrrb	0.0925	0.2275	0.115
1992	ENSMUSG00000020585	Laptm4a	0.285	0.4125	0.5175
1993	ENSMUSG00000063632	Sox11	0.1375	0.3375	0.589
1994	ENSMUSG00000020571	Pdia6	0.145	0.354	0.3915
1995	ENSMUSG00000001729	Akt1	0.3975	0.55	0.5625
1996	ENSMUSG00000015143	Actn1	0.5225	0.64	0.625
1997	ENSMUSG00000002900	Lamb1	0.3375	0.531	0.751
1998	ENSMUSG00000001175	Calm1	0.28	0.405	0.415
1999	ENSMUSG00000066632	Pgk1-rs7	0.0	0.0	0.0
2000	ENSMUSG00000021290	Atp5mpl	0.0425	0.325	0.3275
2001	ENSMUSG00000021131	Erh	0.28	0.49	0.48
2002	ENSMUSG00000021144	Mta1	0.345	0.4075	0.378
2003	ENSMUSG00000037149	Ddx1	0.14	0.3125	0.255
2004	ENSMUSG00000010608	Rbm25	0.1045	0.1495	0.1495
2005	ENSMUSG00000021111	Papola	0.1575	0.1125	0.2525
2006	ENSMUSG00000021282	Eif5	0.392	0.3875	0.437
2007	ENSMUSG00000064326	Siva1	0.1525	0.2485	0.541
2008	ENSMUSG00000021087	Rtn1	0.275	0.446	0.511
2009	ENSMUSG00000021037	Ahsa1	0.5675	0.5885	0.7435
2010	ENSMUSG00000021190	Lgmn	0.32	0.4	0.365
2011	ENSMUSG00000020594	Pum2	0.0525	0.0875	0.12
2012	ENSMUSG00000037169	Mycn	0.175	0.4665	0.5875
2013	ENSMUSG00000021048	Mthfd1	0.525	0.55	0.633
2014	ENSMUSG00000037361	Sf3b6	0.175	0.3125	0.3725
2015	ENSMUSG00000020978	Klhdc2	0.28	0.285	0.45
2016	ENSMUSG00000060073	Psma3	0.1275	0.31	0.295
2017	ENSMUSG00000021266	Wars	0.2125	0.5625	0.56
2018	ENSMUSG00000041645	Ddx24	0.08	0.4125	0.31
2019	ENSMUSG00000004789	Dlst	0.2875	0.4425	0.4275
2020	ENSMUSG00000041712	Ubr7	0.32	0.4225	0.685
2021	ENSMUSG00000020674	Pxdn	0.04	0.085	0.25
2022	ENSMUSG00000007411	Mark3	0.238	0.475	0.6075
2023	ENSMUSG00000054364	Rhob	0.416	0.48	0.651
2024	ENSMUSG00000021243	Fcf1	0.25	0.375	0.415
2025	ENSMUSG00000021262	Evl	0.235	0.16	0.375
2026	ENSMUSG00000054309	Cpsf3	0.2795	0.4045	0.427
2027	ENSMUSG00000020644	Id2	0.213	0.355	0.4205
2028	ENSMUSG00000021039	Snw1	0.1925	0.3475	0.3525
2029	ENSMUSG00000045690	Wdr89	0.3225	0.4575	0.3825
2030	ENSMUSG00000020994	Pnn	0.18	0.175	0.34
2031	ENSMUSG00000021279	Cdc42bpb	0.345	0.3765	0.429
2032	ENSMUSG00000021242	Npc2	0.3	0.63	0.6505
2033	ENSMUSG00000017843	Ppp2r5c	0.3125	0.42	0.4025
2034	ENSMUSG00000021248	Tmed10	0.1825	0.415	0.3275
2035	ENSMUSG00000021127	Zfp36l1	0.1975	0.3325	0.5535
2036	ENSMUSG00000020577	Tspan13	0.2925	0.435	0.5725
2037	ENSMUSG00000047832	Cdca4	0.1525	0.4225	0.4425
2038	ENSMUSG00000021096	Ppm1a	0.1375	0.05	0.1275
2039	ENSMUSG00000021012	Zc3h14	0.2125	0.235	0.1825
2040	ENSMUSG00000021244	Ylpm1	0.155	0.387	0.4045
2041	ENSMUSG00000004788	Eif2b2	0.53	0.4925	0.6225
2042	ENSMUSG00000005656	Snx6	0.2325	0.185	0.205
2043	ENSMUSG00000020661	Dnmt3a	0.1225	0.1075	0.0525
2044	ENSMUSG00000021102	Glrx5	0.4545	0.7495	0.817
2045	ENSMUSG00000002996	Hbp1	0.24	0.345	0.435
2046	ENSMUSG00000057963	Itpk1	0.265	0.4755	0.5105
2047	ENSMUSG00000020671	Rab10	0.22	0.566	0.5985
2048	ENSMUSG00000020664	Dld	0.245	0.24	0.3275
2049	ENSMUSG00000036333	Kidins220	0.2225	0.265	0.3925
2050	ENSMUSG00000021109	Hif1a	0.0	0.0	0.0
2051	ENSMUSG00000021116	Eif2s1	0.355	0.555	0.5925
2052	ENSMUSG00000021114	Atp6v1d	0.355	0.555	0.5925
2053	ENSMUSG00000066487	Gm5786	0.0925	0.09	0.0975
2054	ENSMUSG00000040867	Begain	0.1195	0.127	0.2645
