Chromosome	Start	End	width	Strand	study
1	51536211	51536335	125	*	ATACseq
1	51572646	51573200	555	*	ATACseq
1	51597163	51597453	291	*	ATACseq
1	51600397	51600602	206	*	ATACseq
1	51747650	51747777	128	*	ATACseq
1	51879439	51879608	170	*	ATACseq
1	51906425	51906791	367	*	ATACseq
1	51915032	51916173	1142	*	ATACseq
1	51931417	51931875	459	*	ATACseq
1	51940990	51941154	165	*	ATACseq
1	52008261	52009185	925	*	ATACseq
1	52046806	52047181	376	*	ATACseq
1	52049822	52049978	157	*	ATACseq
1	52079894	52080195	302	*	ATACseq
1	52113556	52114007	452	*	ATACseq
1	52119067	52119693	627	*	ATACseq
1	52146683	52146882	200	*	ATACseq
1	52150131	52150356	226	*	ATACseq
1	52170823	52170989	167	*	ATACseq
1	52232282	52233637	1356	*	ATACseq
1	52254616	52254719	104	*	ATACseq
1	52431749	52432307	559	*	ATACseq
1	52489893	52490221	329	*	ATACseq
1	52499879	52500758	880	*	ATACseq
1	52598532	52598661	130	*	ATACseq
1	52630570	52631135	566	*	ATACseq
1	52726453	52727474	1022	*	ATACseq
1	52789837	52789981	145	*	ATACseq
1	52817028	52817771	744	*	ATACseq
1	52844767	52845287	521	*	ATACseq
1	52952786	52953422	637	*	ATACseq
1	52953569	52953791	223	*	ATACseq
1	52964595	52964793	199	*	ATACseq
1	53296737	53297364	628	*	ATACseq
1	53313421	53313928	508	*	ATACseq
1	53352370	53352817	448	*	ATACseq
1	53394031	53394415	385	*	ATACseq
1	53569332	53569682	351	*	ATACseq
1	53581442	53581943	502	*	ATACseq
1	53706491	53706953	463	*	ATACseq
1	53746011	53746120	110	*	ATACseq
1	53749972	53750107	136	*	ATACseq
1	53751010	53751380	371	*	ATACseq
1	53784507	53784635	129	*	ATACseq
1	53784695	53785408	714	*	ATACseq
1	53823545	53823990	446	*	ATACseq
1	53925314	53925470	157	*	ATACseq
1	54194253	54195221	969	*	ATACseq
1	54250549	54251098	550	*	ATACseq
1	54387050	54387228	179	*	ATACseq
1	54438716	54439125	410	*	ATACseq
1	54484824	54485212	389	*	ATACseq
1	54557393	54558017	625	*	ATACseq
1	54585348	54585565	218	*	ATACseq
1	54661508	54661626	119	*	ATACseq
1	54665927	54666167	241	*	ATACseq
1	54925871	54926795	925	*	ATACseq
1	55026943	55027790	848	*	ATACseq
1	55052450	55053254	805	*	ATACseq
1	55087562	55088565	1004	*	ATACseq
1	55108569	55108795	227	*	ATACseq
1	55131028	55131855	828	*	ATACseq
1	55172354	55172532	179	*	ATACseq
1	55198784	55199204	421	*	ATACseq
1	55210471	55210769	299	*	ATACseq
1	55226274	55226521	248	*	ATACseq
1	55235361	55235461	101	*	ATACseq
1	55236981	55237565	585	*	ATACseq
1	55279305	55279652	348	*	ATACseq
1	55362602	55362722	121	*	ATACseq
1	55362780	55364066	1287	*	ATACseq
1	55381520	55381676	157	*	ATACseq
1	55383282	55383567	286	*	ATACseq
1	55405684	55406683	1000	*	ATACseq
1	55497509	55498039	531	*	ATACseq
1	55576002	55576299	298	*	ATACseq
1	55646118	55646250	133	*	ATACseq
1	55736332	55736473	142	*	ATACseq
1	55751124	55751353	230	*	ATACseq
1	55874403	55875036	634	*	ATACseq
1	56008450	56008605	156	*	ATACseq
1	56380302	56380535	234	*	ATACseq
1	56380599	56380816	218	*	ATACseq
1	56844662	56844912	251	*	ATACseq
1	56928987	56929092	106	*	ATACseq
1	56953551	56953720	170	*	ATACseq
1	56955808	56955956	149	*	ATACseq
1	56972128	56973105	978	*	ATACseq
1	56973430	56973546	117	*	ATACseq
1	56977329	56977740	412	*	ATACseq
1	57106861	57106967	107	*	ATACseq
1	57205443	57205588	146	*	ATACseq
1	57269854	57269979	126	*	ATACseq
1	57270230	57270415	186	*	ATACseq
1	57281653	57282098	446	*	ATACseq
1	57377250	57378047	798	*	ATACseq
1	57399652	57399754	103	*	ATACseq
1	57406243	57406981	739	*	ATACseq
1	57470292	57470488	197	*	ATACseq
1	57518802	57518933	132	*	ATACseq
1	57564607	57564916	310	*	ATACseq
1	57608581	57608797	217	*	ATACseq
1	57774098	57775686	1589	*	ATACseq
1	57890334	57890574	241	*	ATACseq
1	57969488	57969694	207	*	ATACseq
1	57969748	57970256	509	*	ATACseq
1	57989556	57989659	104	*	ATACseq
1	57995806	57996590	785	*	ATACseq
1	58029748	58030253	506	*	ATACseq
1	58113002	58113113	112	*	ATACseq
1	58144636	58144799	164	*	ATACseq
1	58188571	58188709	139	*	ATACseq
1	58240575	58240998	424	*	ATACseq
1	58296246	58296483	238	*	ATACseq
1	58304340	58304559	220	*	ATACseq
1	58359100	58359340	241	*	ATACseq
1	58366885	58367009	125	*	ATACseq
1	58392994	58393828	835	*	ATACseq
1	58423685	58423813	129	*	ATACseq
1	58423864	58424156	293	*	ATACseq
1	58444895	58445799	905	*	ATACseq
1	58504651	58505144	494	*	ATACseq
1	58585856	58586786	931	*	ATACseq
1	58652530	58652941	412	*	ATACseq
1	58711468	58711712	245	*	ATACseq
1	58795374	58795938	565	*	ATACseq
1	58889954	58890150	197	*	ATACseq
1	58973190	58974202	1013	*	ATACseq
1	59071063	59071515	453	*	ATACseq
1	59119543	59120481	939	*	ATACseq
1	59236916	59237441	526	*	ATACseq
1	59256910	59257053	144	*	ATACseq
1	59340810	59340991	182	*	ATACseq
1	59359327	59359427	101	*	ATACseq
1	59368063	59368395	333	*	ATACseq
1	59376105	59376403	299	*	ATACseq
1	59409701	59409895	195	*	ATACseq
1	59481528	59481654	127	*	ATACseq
1	59481836	59482298	463	*	ATACseq
1	59491602	59491704	103	*	ATACseq
1	59516116	59516540	425	*	ATACseq
1	59570362	59570497	136	*	ATACseq
1	59584791	59585082	292	*	ATACseq
1	59613637	59614108	472	*	ATACseq
1	59614352	59614472	121	*	ATACseq
1	59670449	59671044	596	*	ATACseq
1	59684919	59685418	500	*	ATACseq
1	59697696	59698034	339	*	ATACseq
1	59728532	59728851	320	*	ATACseq
1	59763012	59764154	1143	*	ATACseq
1	59912655	59913192	538	*	ATACseq
1	59948177	59948370	194	*	ATACseq
1	60042645	60043364	720	*	ATACseq
1	60076542	60076855	314	*	ATACseq
1	60097913	60098712	800	*	ATACseq
1	60180111	60181011	901	*	ATACseq
1	60343158	60343945	788	*	ATACseq
1	60409116	60410190	1075	*	ATACseq
1	60432636	60432835	200	*	ATACseq
1	60566136	60567304	1169	*	ATACseq
1	60779026	60779204	179	*	ATACseq
1	60823054	60823203	150	*	ATACseq
1	60852363	60852492	130	*	ATACseq
1	60853342	60853560	219	*	ATACseq
1	60921587	60921689	103	*	ATACseq
1	61139313	61139778	466	*	ATACseq
1	61419771	61420128	358	*	ATACseq
1	61638697	61639789	1093	*	ATACseq
1	62181705	62181970	266	*	ATACseq
1	62398229	62398752	524	*	ATACseq
1	62564393	62564786	394	*	ATACseq
1	62665060	62665456	397	*	ATACseq
1	62678549	62678998	450	*	ATACseq
1	62679092	62679206	115	*	ATACseq
1	62703063	62703581	519	*	ATACseq
1	62706437	62706933	497	*	ATACseq
1	62707516	62707658	143	*	ATACseq
1	62736563	62737050	488	*	ATACseq
1	62743258	62743595	338	*	ATACseq
1	62767678	62768077	400	*	ATACseq
1	62783400	62783616	217	*	ATACseq
1	62783750	62783858	109	*	ATACseq
1	62783954	62784191	238	*	ATACseq
1	62794447	62794818	372	*	ATACseq
1	62832368	62832589	222	*	ATACseq
1	62932789	62932893	105	*	ATACseq
1	62964474	62964597	124	*	ATACseq
1	62966849	62967029	181	*	ATACseq
1	63058089	63058203	115	*	ATACseq
1	63092219	63092402	184	*	ATACseq
1	63110688	63110805	118	*	ATACseq
1	63113531	63113772	242	*	ATACseq
1	63114489	63114731	243	*	ATACseq
1	63138837	63139042	206	*	ATACseq
1	63177119	63177383	265	*	ATACseq
1	63200195	63200556	362	*	ATACseq
1	63204378	63204771	394	*	ATACseq
1	63213939	63214316	378	*	ATACseq
1	63247117	63247368	252	*	ATACseq
1	63248094	63248508	415	*	ATACseq
1	63263698	63263803	106	*	ATACseq
1	63273003	63273902	900	*	ATACseq
1	63309389	63309979	591	*	ATACseq
1	63322299	63322440	142	*	ATACseq
1	63323770	63323979	210	*	ATACseq
1	63431051	63431178	128	*	ATACseq
1	63442342	63442454	113	*	ATACseq
1	63445811	63446423	613	*	ATACseq
1	63458328	63458504	177	*	ATACseq
1	63667317	63667647	331	*	ATACseq
1	63730312	63730701	390	*	ATACseq
1	63945759	63945941	183	*	ATACseq
1	64121625	64122452	828	*	ATACseq
1	64196205	64196363	159	*	ATACseq
1	64226118	64226498	381	*	ATACseq
1	64295726	64295849	124	*	ATACseq
1	64338522	64338785	264	*	ATACseq
1	64446150	64446262	113	*	ATACseq
1	64532208	64533169	962	*	ATACseq
1	64533282	64533602	321	*	ATACseq
1	64578044	64578275	232	*	ATACseq
1	64616934	64617826	893	*	ATACseq
1	64673991	64674213	223	*	ATACseq
1	64690378	64691548	1171	*	ATACseq
1	64737294	64738071	778	*	ATACseq
1	64753765	64753932	168	*	ATACseq
1	64779693	64779798	106	*	ATACseq
1	64949269	64949429	161	*	ATACseq
1	64956487	64956948	462	*	ATACseq
1	64994217	64994505	289	*	ATACseq
1	65010259	65010613	355	*	ATACseq
1	65063011	65063439	429	*	ATACseq
1	65073299	65073443	145	*	ATACseq
1	65082199	65082399	201	*	ATACseq
1	65103092	65103350	259	*	ATACseq
1	65109894	65110283	390	*	ATACseq
1	65178233	65179371	1139	*	ATACseq
1	65186447	65187013	567	*	ATACseq
1	65311137	65311813	677	*	ATACseq
1	65388417	65388775	359	*	ATACseq
1	65526379	65526704	326	*	ATACseq
1	65617279	65617441	163	*	ATACseq
1	65793580	65793864	285	*	ATACseq
1	65800124	65800320	197	*	ATACseq
1	65926555	65926942	388	*	ATACseq
1	66105396	66105538	143	*	ATACseq
1	66174905	66175610	706	*	ATACseq
1	66321680	66322016	337	*	ATACseq
1	66380659	66380828	170	*	ATACseq
1	66386757	66386999	243	*	ATACseq
1	66407474	66407746	273	*	ATACseq
1	66467885	66468644	760	*	ATACseq
1	66572537	66572847	311	*	ATACseq
1	66606623	66606886	264	*	ATACseq
1	66677266	66677545	280	*	ATACseq
1	66700694	66701373	680	*	ATACseq
1	66816591	66816764	174	*	ATACseq
1	66817088	66817976	889	*	ATACseq
1	66838516	66838628	113	*	ATACseq
1	66862795	66863470	676	*	ATACseq
1	66895895	66896281	387	*	ATACseq
1	66961004	66961264	261	*	ATACseq
1	67020889	67021139	251	*	ATACseq
1	67038477	67039120	644	*	ATACseq
1	67061563	67061699	137	*	ATACseq
1	67130015	67130124	110	*	ATACseq
1	67307723	67307904	182	*	ATACseq
1	67542775	67542881	107	*	ATACseq
1	67936138	67936239	102	*	ATACseq
1	68134735	68134905	171	*	ATACseq
1	68303290	68303559	270	*	ATACseq
1	68304673	68304892	220	*	ATACseq
1	68333847	68333984	138	*	ATACseq
1	68504753	68504898	146	*	ATACseq
1	68558599	68558748	150	*	ATACseq
1	68590094	68590328	235	*	ATACseq
1	68637578	68637771	194	*	ATACseq
1	68752965	68753191	227	*	ATACseq
1	68780035	68780309	275	*	ATACseq
1	68840446	68840594	149	*	ATACseq
1	69105994	69107234	1241	*	ATACseq
1	69108359	69108507	149	*	ATACseq
1	69355477	69355613	137	*	ATACseq
1	69369647	69369772	126	*	ATACseq
1	69376569	69377607	1039	*	ATACseq
1	69460156	69460262	107	*	ATACseq
1	69596201	69596349	149	*	ATACseq
1	69657108	69657251	144	*	ATACseq
1	69687235	69687853	619	*	ATACseq
1	69790871	69791043	173	*	ATACseq
1	69826826	69827367	542	*	ATACseq
1	69848050	69848721	672	*	ATACseq
1	69969056	69969278	223	*	ATACseq
1	70320874	70321206	333	*	ATACseq
1	70725703	70726041	339	*	ATACseq
1	71035532	71035788	257	*	ATACseq
1	71036765	71037234	470	*	ATACseq
1	71102395	71103307	913	*	ATACseq
1	71362151	71362380	230	*	ATACseq
1	71362584	71362701	118	*	ATACseq
1	71501599	71501806	208	*	ATACseq
1	71507384	71507627	244	*	ATACseq
1	71512488	71512714	227	*	ATACseq
1	71531704	71531867	164	*	ATACseq
1	71550639	71550797	159	*	ATACseq
1	71556835	71557563	729	*	ATACseq
1	71584919	71585157	239	*	ATACseq
1	71609292	71609589	298	*	ATACseq
1	71635477	71635626	150	*	ATACseq
1	71645524	71645671	148	*	ATACseq
1	71646118	71646293	176	*	ATACseq
1	71652657	71653497	841	*	ATACseq
1	71673423	71673869	447	*	ATACseq
1	71692000	71692244	245	*	ATACseq
1	71741300	71741675	376	*	ATACseq
1	71812485	71812789	305	*	ATACseq
1	71837953	71838164	212	*	ATACseq
1	72058482	72058676	195	*	ATACseq
1	72087913	72088075	163	*	ATACseq
1	72123698	72123817	120	*	ATACseq
1	72142095	72142286	192	*	ATACseq
1	72173121	72173227	107	*	ATACseq
1	72183041	72183289	249	*	ATACseq
1	72183851	72183972	122	*	ATACseq
1	72205328	72205577	250	*	ATACseq
1	72212072	72212345	274	*	ATACseq
1	72219384	72219531	148	*	ATACseq
1	72225184	72225298	115	*	ATACseq
1	72225926	72226544	619	*	ATACseq
1	72236422	72237072	651	*	ATACseq
1	72243731	72244598	868	*	ATACseq
1	72254698	72255007	310	*	ATACseq
1	72255125	72255729	605	*	ATACseq
1	72284020	72284467	448	*	ATACseq
1	72307271	72307731	461	*	ATACseq
1	72312822	72312940	119	*	ATACseq
1	72428587	72428745	159	*	ATACseq
1	72490837	72491130	294	*	ATACseq
1	72537032	72537329	298	*	ATACseq
1	72583033	72583619	587	*	ATACseq
1	72641121	72641400	280	*	ATACseq
1	72672366	72672556	191	*	ATACseq
1	72710860	72711330	471	*	ATACseq
1	72739431	72739772	342	*	ATACseq
1	72797434	72797544	111	*	ATACseq
1	72806033	72806217	185	*	ATACseq
1	72806277	72806442	166	*	ATACseq
1	72823784	72824126	343	*	ATACseq
1	72824478	72825036	559	*	ATACseq
1	72840075	72840208	134	*	ATACseq
1	72873664	72873948	285	*	ATACseq
1	72874138	72874324	187	*	ATACseq
1	72945093	72945283	191	*	ATACseq
1	72945473	72945620	148	*	ATACseq
1	72960564	72960677	114	*	ATACseq
1	72963330	72963946	617	*	ATACseq
1	73029776	73029936	161	*	ATACseq
1	73036830	73037048	219	*	ATACseq
1	73052357	73052489	133	*	ATACseq
1	73218377	73218517	141	*	ATACseq
1	73292175	73292310	136	*	ATACseq
1	73663674	73663805	132	*	ATACseq
1	73668985	73669114	130	*	ATACseq
1	73744825	73745013	189	*	ATACseq
1	73862726	73863259	534	*	ATACseq
1	73905874	73906026	153	*	ATACseq
1	73966656	73966771	116	*	ATACseq
1	74025158	74025262	105	*	ATACseq
1	74036791	74037162	372	*	ATACseq
1	74068577	74068825	249	*	ATACseq
1	74068881	74069009	129	*	ATACseq
1	74069337	74069486	150	*	ATACseq
1	74083054	74083253	200	*	ATACseq
1	74098410	74098772	363	*	ATACseq
1	74111129	74111359	231	*	ATACseq
1	74124334	74124948	615	*	ATACseq
1	74125035	74125150	116	*	ATACseq
1	74212599	74212726	128	*	ATACseq
1	74236316	74236671	356	*	ATACseq
1	74236935	74237117	183	*	ATACseq
1	74279006	74279459	454	*	ATACseq
1	74284421	74285098	678	*	ATACseq
1	74303680	74304284	605	*	ATACseq
1	74313516	74313936	421	*	ATACseq
1	74332373	74332811	439	*	ATACseq
1	74362030	74362145	116	*	ATACseq
1	74368433	74368561	129	*	ATACseq
1	74386729	74387126	398	*	ATACseq
1	74391824	74392227	404	*	ATACseq
1	74397221	74397820	600	*	ATACseq
1	74398080	74398339	260	*	ATACseq
1	74404573	74404697	125	*	ATACseq
1	74415522	74415807	286	*	ATACseq
1	74429699	74429869	171	*	ATACseq
1	74505632	74506791	1160	*	ATACseq
1	74542346	74542464	119	*	ATACseq
1	74542558	74542845	288	*	ATACseq
1	74582735	74582876	142	*	ATACseq
1	74587806	74588542	737	*	ATACseq
1	74601192	74601415	224	*	ATACseq
1	74601469	74601722	254	*	ATACseq
1	74661666	74662052	387	*	ATACseq
1	74713308	74713754	447	*	ATACseq
1	74748693	74748909	217	*	ATACseq
1	74772010	74772213	204	*	ATACseq
1	74773212	74773367	156	*	ATACseq
1	74784091	74784651	561	*	ATACseq
1	74794446	74794640	195	*	ATACseq
1	74800499	74800753	255	*	ATACseq
1	74803061	74803476	416	*	ATACseq
1	74808214	74808393	180	*	ATACseq
1	74816753	74817126	374	*	ATACseq
1	74817285	74817440	156	*	ATACseq
1	74824936	74825293	358	*	ATACseq
1	74851296	74851450	155	*	ATACseq
1	74854837	74854974	138	*	ATACseq
1	74858272	74858637	366	*	ATACseq
1	74893346	74893586	241	*	ATACseq
1	74900544	74900738	195	*	ATACseq
1	74929189	74929298	110	*	ATACseq
1	74947939	74948042	104	*	ATACseq
1	74948808	74948918	111	*	ATACseq
1	74951470	74951820	351	*	ATACseq
1	74971728	74972007	280	*	ATACseq
1	75124696	75125210	515	*	ATACseq
1	75141445	75141649	205	*	ATACseq
1	75142482	75143310	829	*	ATACseq
1	75168397	75169298	902	*	ATACseq
1	75180161	75180472	312	*	ATACseq
1	75191715	75192429	715	*	ATACseq
1	75209069	75209485	417	*	ATACseq
1	75210731	75211071	341	*	ATACseq
1	75219199	75219818	620	*	ATACseq
1	75236422	75236962	541	*	ATACseq
1	75251601	75251802	202	*	ATACseq
1	75263136	75263379	244	*	ATACseq
1	75263578	75263771	194	*	ATACseq
1	75264106	75264402	297	*	ATACseq
1	75277352	75277641	290	*	ATACseq
1	75317047	75318026	980	*	ATACseq
1	75344556	75344832	277	*	ATACseq
1	75345686	75345924	239	*	ATACseq
1	75360699	75360918	220	*	ATACseq
1	75369594	75369792	199	*	ATACseq
1	75381589	75382091	503	*	ATACseq
1	75388094	75388213	120	*	ATACseq
1	75388474	75388788	315	*	ATACseq
1	75398847	75399079	233	*	ATACseq
1	75413934	75414156	223	*	ATACseq
1	75422033	75422428	396	*	ATACseq
1	75435855	75436263	409	*	ATACseq
1	75456950	75457184	235	*	ATACseq
1	75458461	75458771	311	*	ATACseq
1	75467862	75468027	166	*	ATACseq
1	75477507	75477624	118	*	ATACseq
1	75478930	75479816	887	*	ATACseq
1	75487308	75488096	789	*	ATACseq
1	75505239	75505691	453	*	ATACseq
1	75505915	75506248	334	*	ATACseq
1	75511757	75512074	318	*	ATACseq
1	75518055	75518416	362	*	ATACseq
1	75521429	75521777	349	*	ATACseq
1	75546306	75546806	501	*	ATACseq
1	75559650	75559933	284	*	ATACseq
1	75588584	75588691	108	*	ATACseq
1	75589053	75589342	290	*	ATACseq
1	75594829	75595015	187	*	ATACseq
1	75609008	75609161	154	*	ATACseq
1	75642590	75642823	234	*	ATACseq
1	75653772	75653943	172	*	ATACseq
1	75667702	75667941	240	*	ATACseq
1	75804578	75804701	124	*	ATACseq
1	75845246	75845437	192	*	ATACseq
1	76029632	76029787	156	*	ATACseq
1	76053893	76054095	203	*	ATACseq
1	76130457	76130587	131	*	ATACseq
1	76351410	76351620	211	*	ATACseq
1	77081937	77082150	214	*	ATACseq
1	77157073	77157202	130	*	ATACseq
1	77374002	77374267	266	*	ATACseq
1	77451944	77452084	141	*	ATACseq
1	77476013	77476124	112	*	ATACseq
1	77490344	77490637	294	*	ATACseq
1	77496796	77497133	338	*	ATACseq
1	77502626	77502765	140	*	ATACseq
1	77514917	77515578	662	*	ATACseq
1	77516193	77516491	299	*	ATACseq
1	77532424	77532637	214	*	ATACseq
1	77846195	77846311	117	*	ATACseq
1	77947955	77948117	163	*	ATACseq
1	77972318	77972740	423	*	ATACseq
1	78008954	78009198	245	*	ATACseq
1	78119976	78120087	112	*	ATACseq
1	78189607	78190031	425	*	ATACseq
1	78196591	78197121	531	*	ATACseq
1	78216038	78216236	199	*	ATACseq
1	78216592	78217679	1088	*	ATACseq
1	78279105	78279405	301	*	ATACseq
1	78310080	78310718	639	*	ATACseq
1	78412654	78412865	212	*	ATACseq
1	78454601	78454878	278	*	ATACseq
1	78488617	78489411	795	*	ATACseq
1	78511684	78512092	409	*	ATACseq
1	78532093	78532305	213	*	ATACseq
1	78536518	78536945	428	*	ATACseq
1	78543921	78544044	124	*	ATACseq
1	78568335	78568543	209	*	ATACseq
1	78602033	78602320	288	*	ATACseq
1	78657589	78658211	623	*	ATACseq
1	78658265	78658470	206	*	ATACseq
1	78724382	78724749	368	*	ATACseq
1	78821763	78821951	189	*	ATACseq
1	78990141	78990276	136	*	ATACseq
1	79098549	79098692	144	*	ATACseq
1	79439820	79440119	300	*	ATACseq
1	79450412	79450676	265	*	ATACseq
1	79580976	79581609	634	*	ATACseq
1	79671662	79672272	611	*	ATACseq
1	79760976	79761226	251	*	ATACseq
1	79761334	79761839	506	*	ATACseq
1	79775954	79776344	391	*	ATACseq
1	79856870	79857090	221	*	ATACseq
1	79858148	79858992	845	*	ATACseq
1	79874827	79875020	194	*	ATACseq
1	80150761	80151110	350	*	ATACseq
1	80218325	80218587	263	*	ATACseq
1	80236270	80236395	126	*	ATACseq
1	80237123	80237569	447	*	ATACseq
1	80340176	80340725	550	*	ATACseq
1	80340778	80341373	596	*	ATACseq
1	80403482	80403595	114	*	ATACseq
1	80606331	80606452	122	*	ATACseq
1	80622619	80622798	180	*	ATACseq
1	80622899	80623120	222	*	ATACseq
1	80739783	80740220	438	*	ATACseq
1	80741995	80742158	164	*	ATACseq
1	80758193	80759005	813	*	ATACseq
1	80829938	80830186	249	*	ATACseq
1	81077013	81077259	247	*	ATACseq
1	81443939	81444565	627	*	ATACseq
1	81577027	81577170	144	*	ATACseq
1	81577716	81577866	151	*	ATACseq
1	81593609	81594035	427	*	ATACseq
1	81710347	81710492	146	*	ATACseq
1	81901036	81901168	133	*	ATACseq
1	82007843	82007999	157	*	ATACseq
1	82008073	82008363	291	*	ATACseq
1	82093638	82093752	115	*	ATACseq
1	82283226	82283711	486	*	ATACseq
1	82290502	82291682	1181	*	ATACseq
1	82316251	82317072	822	*	ATACseq
1	82433479	82433603	125	*	ATACseq
1	82453865	82453969	105	*	ATACseq
1	82554580	82554744	165	*	ATACseq
1	82554801	82555002	202	*	ATACseq
1	82586638	82587494	857	*	ATACseq
1	82724794	82725378	585	*	ATACseq
1	82770801	82771442	642	*	ATACseq
1	82820394	82820601	208	*	ATACseq
1	82826856	82827123	268	*	ATACseq
1	82839232	82840301	1070	*	ATACseq
1	82925259	82925449	191	*	ATACseq
1	82948645	82948860	216	*	ATACseq
1	82960252	82960598	347	*	ATACseq
1	83038122	83038870	749	*	ATACseq
1	83061018	83061138	121	*	ATACseq
1	83159658	83159969	312	*	ATACseq
1	83315411	83315580	170	*	ATACseq
1	83407915	83408521	607	*	ATACseq
1	83535515	83535705	191	*	ATACseq
1	83727372	83727559	188	*	ATACseq
1	83844757	83844869	113	*	ATACseq
1	84144981	84145170	190	*	ATACseq
1	84176958	84177286	329	*	ATACseq
1	84205864	84205977	114	*	ATACseq
1	84226170	84226499	330	*	ATACseq
1	84226640	84226811	172	*	ATACseq
1	84284136	84284275	140	*	ATACseq
1	84284338	84284890	553	*	ATACseq
1	84332034	84332171	138	*	ATACseq
1	84332983	84333280	298	*	ATACseq
1	84405038	84405479	442	*	ATACseq
1	84622993	84623475	483	*	ATACseq
1	84637495	84637714	220	*	ATACseq
1	84695398	84696413	1016	*	ATACseq
1	84838640	84838897	258	*	ATACseq
1	84839392	84839676	285	*	ATACseq
1	84839849	84840334	486	*	ATACseq
1	84850004	84850240	237	*	ATACseq
1	84851712	84852009	298	*	ATACseq
1	84860816	84861451	636	*	ATACseq
1	84866919	84867038	120	*	ATACseq
1	84869019	84869244	226	*	ATACseq
1	84869436	84869714	279	*	ATACseq
1	84881493	84881823	331	*	ATACseq
1	84889400	84889530	131	*	ATACseq
1	84934273	84935216	944	*	ATACseq
1	85047689	85048126	438	*	ATACseq
1	85111714	85111816	103	*	ATACseq
1	85500138	85500367	230	*	ATACseq
1	85736454	85736658	205	*	ATACseq
1	85758295	85758526	232	*	ATACseq
1	85770863	85771034	172	*	ATACseq
1	85779951	85780678	728	*	ATACseq
1	85793277	85793971	695	*	ATACseq
1	85794174	85794612	439	*	ATACseq
1	85894333	85894538	206	*	ATACseq
1	85894589	85894854	266	*	ATACseq
1	85894906	85895141	236	*	ATACseq
1	85895299	85895609	311	*	ATACseq
1	85993670	85993841	172	*	ATACseq
1	85999805	85999982	178	*	ATACseq
1	86018097	86018825	729	*	ATACseq
1	86032453	86032913	461	*	ATACseq
1	86045955	86046642	688	*	ATACseq
1	86059505	86059688	184	*	ATACseq
1	86064349	86065035	687	*	ATACseq
1	86154644	86155028	385	*	ATACseq
1	86189034	86189460	427	*	ATACseq
1	86214359	86214530	172	*	ATACseq
1	86236575	86236764	190	*	ATACseq
1	86243909	86244039	131	*	ATACseq
1	86294515	86294708	194	*	ATACseq
1	86303013	86303719	707	*	ATACseq
1	86308166	86308310	145	*	ATACseq
1	86310740	86311279	540	*	ATACseq
1	86343158	86343302	145	*	ATACseq
1	86348763	86349215	453	*	ATACseq
1	86358802	86360068	1267	*	ATACseq
1	86372201	86372402	202	*	ATACseq
1	86380995	86381240	246	*	ATACseq
1	86389351	86389529	179	*	ATACseq
1	86421183	86421550	368	*	ATACseq
